Date,Ticker Symbol,Close,Open,Volume
4-1-2010,JNJ,64.6800,64.7100,9506200
5-1-2010,JNJ,63.9300,64.5800,10673400
6-1-2010,JNJ,64.4500,63.9000,13171500
7-1-2010,JNJ,63.9900,64.2500,10901600
8-1-2010,JNJ,64.2100,63.9200,7898500
11-1-2010,JNJ,64.2200,64.7500,7976300
12-1-2010,JNJ,64.5600,64.1300,10820600
13-1-2010,JNJ,64.9700,64.5400,13023700
14-1-2010,JNJ,65.1000,65.2000,7898900
15-1-2010,JNJ,64.5600,65.1400,20995400
19-1-2010,JNJ,65.3500,64.1400,15181900
20-1-2010,JNJ,65.1500,65.4700,13033000
21-1-2010,JNJ,63.9700,65.0700,14476300
22-1-2010,JNJ,63.2000,63.9100,14017300
25-1-2010,JNJ,63.2200,63.6700,10002600
26-1-2010,JNJ,62.7900,62.6400,15630200
27-1-2010,JNJ,63.4400,62.7800,14982400
28-1-2010,JNJ,63.8000,63.5700,17102100
29-1-2010,JNJ,62.8600,63.9500,17846700
1-2-2010,JNJ,63.0900,63.2600,10153400
2-2-2010,JNJ,63.9900,63.2000,13609700
3-2-2010,JNJ,63.6300,63.8700,9256300
4-2-2010,JNJ,62.6400,63.4900,18396900
5-2-2010,JNJ,62.6400,62.6900,16775100
8-2-2010,JNJ,62.3700,62.5000,10081700
9-2-2010,JNJ,62.7600,62.5500,11356300
10-2-2010,JNJ,62.7300,62.7900,10115800
11-2-2010,JNJ,62.9100,62.6200,8353600
12-2-2010,JNJ,62.7200,62.6100,12335800
16-2-2010,JNJ,63.6100,63.2500,10212300
17-2-2010,JNJ,63.9800,63.6300,9485400
18-2-2010,JNJ,64.5300,63.9800,8260500
19-2-2010,JNJ,63.8100,64.1500,14222200
22-2-2010,JNJ,63.4900,63.8100,9839700
23-2-2010,JNJ,63.3100,63.5600,12481400
24-2-2010,JNJ,63.4500,63.5500,8519300
25-2-2010,JNJ,63.2800,62.7900,10528800
26-2-2010,JNJ,63.0000,63.4600,9357700
1-3-2010,JNJ,63.3900,63.2700,9219400
2-3-2010,JNJ,63.4400,63.3100,9013900
3-3-2010,JNJ,63.4000,63.5900,9360400
4-3-2010,JNJ,63.5700,63.5300,8067700
5-3-2010,JNJ,64.0400,63.6600,10634100
8-3-2010,JNJ,64.2000,64.0800,33380500
9-3-2010,JNJ,64.2700,64.5500,8827200
10-3-2010,JNJ,64.2900,64.4900,8436600
11-3-2010,JNJ,64.2200,64.1500,9958700
12-3-2010,JNJ,64.1800,64.2600,8223000
15-3-2010,JNJ,64.5700,64.1400,7444900
16-3-2010,JNJ,64.5300,64.7000,8888000
17-3-2010,JNJ,64.6500,64.7200,8060600
18-3-2010,JNJ,65.0600,64.5800,11742100
19-3-2010,JNJ,65.1100,65.2500,23117600
22-3-2010,JNJ,65.1000,65.0700,8803800
23-3-2010,JNJ,65.3600,65.1800,9453900
24-3-2010,JNJ,64.7500,65.3100,9351200
25-3-2010,JNJ,64.5700,65.0400,10496800
26-3-2010,JNJ,64.3800,64.6800,9450300
29-3-2010,JNJ,64.8200,64.4600,7812800
30-3-2010,JNJ,64.9000,64.9500,8311500
31-3-2010,JNJ,65.2000,64.8400,11939100
1-4-2010,JNJ,65.7700,65.3700,10600600
5-4-2010,JNJ,65.4000,65.7700,8617500
6-4-2010,JNJ,65.3100,65.1300,8260100
7-4-2010,JNJ,65.2200,65.2400,9409300
8-4-2010,JNJ,64.9300,65.1900,8962500
9-4-2010,JNJ,65.1400,64.8800,6973100
12-4-2010,JNJ,65.1100,65.1100,8695900
13-4-2010,JNJ,65.6800,65.0600,12481500
14-4-2010,JNJ,65.4900,65.4300,10501800
15-4-2010,JNJ,65.5100,65.2900,8656900
16-4-2010,JNJ,65.0200,65.3400,15744100
19-4-2010,JNJ,66.0300,65.0600,14626400
20-4-2010,JNJ,65.9900,66.0300,11916300
21-4-2010,JNJ,65.3900,65.9800,13355700
22-4-2010,JNJ,64.7800,65.1800,19582900
23-4-2010,JNJ,65.0400,64.7100,11675300
26-4-2010,JNJ,64.7600,64.9900,9281400
27-4-2010,JNJ,64.2800,64.5700,11863000
28-4-2010,JNJ,64.6200,64.4300,12476900
29-4-2010,JNJ,65.0100,64.8500,7930100
30-4-2010,JNJ,64.3000,65.1300,14255900
3-5-2010,JNJ,65.3300,65.1600,15310400
4-5-2010,JNJ,64.7000,65.0700,14900700
5-5-2010,JNJ,65.1400,64.5800,13143600
6-5-2010,JNJ,63.4000,65.0400,24409700
7-5-2010,JNJ,63.3100,63.2600,20467800
10-5-2010,JNJ,64.7500,64.9100,18445300
11-5-2010,JNJ,64.6700,64.2300,10880200
12-5-2010,JNJ,64.9000,64.8500,11036800
13-5-2010,JNJ,64.6700,64.8400,12337100
14-5-2010,JNJ,63.9700,64.7100,12505000
17-5-2010,JNJ,63.8800,64.0600,10261000
18-5-2010,JNJ,62.9700,63.4400,18482700
19-5-2010,JNJ,62.2200,62.6900,18864900
20-5-2010,JNJ,60.5500,61.8200,24105900
21-5-2010,JNJ,60.8800,59.7800,21813000
24-5-2010,JNJ,60.5700,60.6200,14045000
25-5-2010,JNJ,60.3500,59.7100,21178900
26-5-2010,JNJ,59.6600,60.8300,18914600
27-5-2010,JNJ,59.0300,59.7400,29931000
28-5-2010,JNJ,58.3000,58.7200,26819200
1-6-2010,JNJ,58.7600,58.2100,19511200
2-6-2010,JNJ,59.7300,59.0700,15581800
3-6-2010,JNJ,59.7700,59.8900,14254100
4-6-2010,JNJ,58.0100,58.9600,21785400
7-6-2010,JNJ,58.0000,58.1700,13844100
8-6-2010,JNJ,58.6400,58.1500,14941500
9-6-2010,JNJ,58.1700,58.8000,13173000
10-6-2010,JNJ,58.5000,58.7200,16995100
11-6-2010,JNJ,58.4600,58.1700,14713000
14-6-2010,JNJ,58.4200,58.7000,10523900
15-6-2010,JNJ,59.1400,58.9300,11103400
16-6-2010,JNJ,59.2400,59.2500,8637500
17-6-2010,JNJ,59.1800,59.2800,11723100
18-6-2010,JNJ,59.1800,59.1800,16845400
21-6-2010,JNJ,59.1300,59.5000,12143500
22-6-2010,JNJ,59.1600,59.2500,13824100
23-6-2010,JNJ,59.2400,59.1600,12659600
24-6-2010,JNJ,59.6000,59.0300,18216200
25-6-2010,JNJ,58.7000,59.8600,45012800
28-6-2010,JNJ,59.4500,59.0100,15834200
29-6-2010,JNJ,59.2400,58.9800,20239900
30-6-2010,JNJ,59.0600,59.0400,15802200
1-7-2010,JNJ,59.0700,59.0700,17973700
2-7-2010,JNJ,59.0800,59.4200,10534800
6-7-2010,JNJ,59.0800,59.5000,15461200
7-7-2010,JNJ,60.6100,59.3300,17280200
8-7-2010,JNJ,61.3800,60.9300,15900400
9-7-2010,JNJ,60.5400,60.9700,12174100
12-7-2010,JNJ,60.2100,60.4800,10797100
13-7-2010,JNJ,60.5000,60.5900,10924400
14-7-2010,JNJ,60.6200,60.1600,9668500
15-7-2010,JNJ,60.2600,60.6200,12839200
16-7-2010,JNJ,59.4400,60.0000,17569800
19-7-2010,JNJ,59.5700,59.7200,10277500
20-7-2010,JNJ,58.5800,58.4500,22305300
21-7-2010,JNJ,57.1200,58.8000,25707600
22-7-2010,JNJ,57.0200,57.4300,17973200
23-7-2010,JNJ,57.6300,57.2800,15076600
26-7-2010,JNJ,57.7400,57.6500,11777300
27-7-2010,JNJ,58.1000,57.9500,16963900
28-7-2010,JNJ,57.8300,58.1400,13503700
29-7-2010,JNJ,57.8300,58.1000,13036700
30-7-2010,JNJ,58.0900,57.6300,12984900
2-8-2010,JNJ,58.7200,58.5000,11455600
3-8-2010,JNJ,59.3500,58.7500,10855100
4-8-2010,JNJ,59.7400,59.3700,10508800
5-8-2010,JNJ,59.7600,59.5300,9796700
6-8-2010,JNJ,59.9600,59.5200,8524000
9-8-2010,JNJ,60.0500,60.0000,6678300
10-8-2010,JNJ,59.4300,59.4100,13550700
11-8-2010,JNJ,58.5000,58.9200,11470300
12-8-2010,JNJ,58.5200,58.1500,8240900
13-8-2010,JNJ,58.1500,58.4900,8549900
16-8-2010,JNJ,58.0100,57.9900,8751200
17-8-2010,JNJ,59.2200,58.9300,13479000
18-8-2010,JNJ,59.3500,59.4600,10535000
19-8-2010,JNJ,58.7200,59.1700,11949600
20-8-2010,JNJ,58.7400,58.7000,11286100
23-8-2010,JNJ,58.8700,58.9800,8843900
24-8-2010,JNJ,58.0100,58.5000,14938400
25-8-2010,JNJ,57.9800,58.0000,11678800
26-8-2010,JNJ,57.8000,58.2000,12841800
27-8-2010,JNJ,57.6000,57.4500,11675100
30-8-2010,JNJ,57.3000,57.6000,9240000
31-8-2010,JNJ,57.0200,57.2500,14572500
1-9-2010,JNJ,58.2900,57.6700,11603700
2-9-2010,JNJ,58.6100,58.5200,8084500
3-9-2010,JNJ,58.9300,58.8500,7533300
7-9-2010,JNJ,58.7000,58.8000,5626400
8-9-2010,JNJ,58.8500,58.4200,8412500
9-9-2010,JNJ,59.8200,59.3900,14077700
10-9-2010,JNJ,59.9800,59.9400,8358700
13-9-2010,JNJ,60.3200,60.0600,10706500
14-9-2010,JNJ,60.5800,60.4300,9912800
15-9-2010,JNJ,61.0500,60.6700,9111400
16-9-2010,JNJ,61.2900,60.8200,10496200
17-9-2010,JNJ,61.5700,61.5900,12240500
20-9-2010,JNJ,62.0900,61.6500,11160700
21-9-2010,JNJ,61.9400,61.8600,9449100
22-9-2010,JNJ,61.9700,61.9800,9353300
23-9-2010,JNJ,61.8100,61.6300,8394900
24-9-2010,JNJ,62.1400,61.9800,12636800
27-9-2010,JNJ,62.0300,62.2200,7687600
28-9-2010,JNJ,62.4300,61.9600,12155400
29-9-2010,JNJ,62.3100,62.3100,9596700
30-9-2010,JNJ,61.9600,62.4900,12845600
1-10-2010,JNJ,61.7500,62.0900,9773200
4-10-2010,JNJ,61.6700,61.5400,8710500
5-10-2010,JNJ,62.8000,62.0800,12439300
6-10-2010,JNJ,63.2100,62.8900,11339700
7-10-2010,JNJ,63.2200,63.2900,9827900
8-10-2010,JNJ,63.2300,63.3800,7358000
11-10-2010,JNJ,63.3000,63.2600,6173400
12-10-2010,JNJ,63.2900,63.1300,8707300
13-10-2010,JNJ,63.5800,63.4300,10104600
14-10-2010,JNJ,63.7400,63.7900,8654200
15-10-2010,JNJ,63.5700,63.9800,13265000
18-10-2010,JNJ,63.8600,63.6900,10849200
19-10-2010,JNJ,63.2900,62.8900,17235400
20-10-2010,JNJ,63.6000,63.3200,10206700
21-10-2010,JNJ,63.9900,63.8600,11111600
22-10-2010,JNJ,63.8100,64.0800,6774800
25-10-2010,JNJ,63.9800,64.0400,7795400
26-10-2010,JNJ,63.8400,63.8500,7122800
27-10-2010,JNJ,63.5700,63.5800,11916000
28-10-2010,JNJ,63.5600,63.9400,10121600
29-10-2010,JNJ,63.7400,63.6400,9309800
1-11-2010,JNJ,63.6900,63.8800,9360100
2-11-2010,JNJ,63.8800,63.9400,8632000
3-11-2010,JNJ,64.1900,63.9900,9322000
4-11-2010,JNJ,64.7600,64.3200,11337300
5-11-2010,JNJ,64.6500,64.7500,9276500
8-11-2010,JNJ,64.3300,64.5600,8485000
9-11-2010,JNJ,64.3100,64.4700,9225500
10-11-2010,JNJ,63.9500,64.2400,10795300
11-11-2010,JNJ,63.9200,63.7000,9109400
12-11-2010,JNJ,63.6700,63.6900,12944700
15-11-2010,JNJ,64.1400,64.1100,12729300
16-11-2010,JNJ,63.1400,63.6500,15671800
17-11-2010,JNJ,63.0600,63.1300,7416900
18-11-2010,JNJ,63.8300,63.4700,9400900
19-11-2010,JNJ,63.8300,63.8900,12890300
22-11-2010,JNJ,63.6200,63.5000,11179100
23-11-2010,JNJ,62.8700,62.9900,14766500
24-11-2010,JNJ,63.2900,63.0300,9636000
26-11-2010,JNJ,62.4300,62.5000,4638800
29-11-2010,JNJ,61.9100,61.8100,12019300
30-11-2010,JNJ,61.5500,61.4800,12633500
1-12-2010,JNJ,62.4200,62.1800,15364700
2-12-2010,JNJ,62.6000,62.3900,10160300
3-12-2010,JNJ,62.5600,62.5100,9882700
6-12-2010,JNJ,62.2000,62.3100,8989000
7-12-2010,JNJ,62.3100,62.5600,9528800
8-12-2010,JNJ,62.4500,62.2200,7879100
9-12-2010,JNJ,62.0600,62.4300,12965800
10-12-2010,JNJ,61.9100,62.1900,11459200
13-12-2010,JNJ,61.8600,61.8300,13673600
14-12-2010,JNJ,62.7700,62.0300,13491200
15-12-2010,JNJ,62.5700,62.9300,11535500
16-12-2010,JNJ,62.4000,62.7500,11150700
17-12-2010,JNJ,62.5400,62.2500,15960900
20-12-2010,JNJ,62.4900,62.5400,8907000
21-12-2010,JNJ,62.3400,62.7900,7908100
22-12-2010,JNJ,62.0200,62.3300,8850100
23-12-2010,JNJ,62.2500,62.0200,7250200
27-12-2010,JNJ,61.9300,62.1900,5163700
28-12-2010,JNJ,62.0500,62.0600,6354200
29-12-2010,JNJ,62.1300,62.1200,4975400
30-12-2010,JNJ,61.9400,62.1000,5770300
31-12-2010,JNJ,61.8500,61.9000,4981300
3-1-2011,JNJ,62.8200,62.6300,14898100
4-1-2011,JNJ,63.3500,63.1300,12347000
5-1-2011,JNJ,63.3100,63.4100,11837800
6-1-2011,JNJ,63.2100,63.4300,7606800
7-1-2011,JNJ,62.6000,63.2000,11085000
10-1-2011,JNJ,62.1600,62.2900,9775000
11-1-2011,JNJ,62.2700,62.2200,7372800
12-1-2011,JNJ,62.5000,62.4500,8313000
13-1-2011,JNJ,62.9100,62.5600,9489700
14-1-2011,JNJ,62.5500,62.9500,11274700
18-1-2011,JNJ,62.1000,62.2190,13945100
19-1-2011,JNJ,62.5600,62.0500,9596700
20-1-2011,JNJ,62.8600,62.7300,11523500
21-1-2011,JNJ,62.6600,63.2500,12934600
24-1-2011,JNJ,62.2200,62.5600,11381800
25-1-2011,JNJ,61.0800,60.8900,28056600
26-1-2011,JNJ,60.6000,61.1800,20266900
27-1-2011,JNJ,60.6800,60.6400,11223900
28-1-2011,JNJ,60.0100,60.9100,15299900
31-1-2011,JNJ,59.7700,60.1600,19056200
1-2-2011,JNJ,60.6300,59.7000,14780400
2-2-2011,JNJ,60.6200,60.4600,9994300
3-2-2011,JNJ,60.8000,60.6600,10084800
4-2-2011,JNJ,60.8400,60.9400,9726200
7-2-2011,JNJ,60.8700,60.8800,8220000
8-2-2011,JNJ,60.9400,60.9400,7867900
9-2-2011,JNJ,60.8800,60.9300,8542100
10-2-2011,JNJ,60.9300,60.6400,8636000
11-2-2011,JNJ,60.7000,60.7400,9631200
14-2-2011,JNJ,60.7000,60.6900,8132500
15-2-2011,JNJ,60.6200,60.6000,8573100
