Date,Close,Open,Volume,sma_10,ema,rsi,mom,next_day_close
10-07-2012,21.7218,22.0704,19217483,21.17652,21.34529922,66.67155977,-0.2028,21.5868
11-07-2012,21.5868,21.6471,17552873,21.29225,21.38920846,58.67777729,-0.135,21.3893
12-07-2012,21.3893,21.4371,15938611,21.37939,21.3892251,48.12581654,-0.1975,21.6061
13-07-2012,21.6061,21.5339,11668868,21.50768,21.4286569,58.39255979,0.2168,21.6754
16-07-2012,21.6754,21.6114,11241953,21.58951,21.47351928,61.44173826,0.0693,21.6764
17-07-2012,21.6764,21.8139,11000846,21.64101,21.51040669,61.49263997,0.001,21.6521
18-07-2012,21.6521,21.6639,9407923,21.66547,21.53616911,59.12192272,-0.0243,21.94
19-07-2012,21.94,21.8314,16230749,21.68111,21.60959291,73.97883942,0.2879,21.5821
20-07-2012,21.5821,21.8939,14762381,21.67546,21.6045942,47.27790351,-0.3579,21.5654
23-07-2012,21.5654,21.2286,18434007,21.63954,21.59746798,46.30315113,-0.0167,21.4614
24-07-2012,21.4614,21.6921,21939760,21.6135,21.57272835,39.89946487,-0.104,20.5346
25-07-2012,20.5346,20.5164,32719333,21.50828,21.38397774,15.70490972,-0.9268,20.5314
26-07-2012,20.5314,20.7057,15213315,21.42249,21.2289636,15.66391529,-0.0032,20.8986
27-07-2012,20.8986,20.5361,15038102,21.35174,21.16889749,38.63851629,0.3672,21.2511
30-07-2012,21.2511,21.1043,14121511,21.30931,21.1838434,53.75539369,0.3525,21.8129
31-07-2012,21.8129,21.5439,17199443,21.32296,21.29821733,68.97987273,0.5618,21.6718
01-08-2012,21.6718,21.9966,14447538,21.32493,21.36614145,62.5182249,-0.1411,21.7068
02-08-2012,21.7068,21.53,12449086,21.30161,21.42807937,63.57615679,0.035,21.9893
03-08-2012,21.9893,21.9154,12953750,21.34233,21.53011948,71.64957647,0.2825,22.2339
06-08-2012,22.2339,22.0461,11365277,21.40918,21.65807958,77.13480457,0.2446,22.1755
07-08-2012,22.1755,22.2418,10930270,21.48059,21.75215602,72.92393633,-0.0584,22.1379
08-08-2012,22.1379,22.1211,9096116,21.64092,21.82229129,69.85489239,-0.0376,22.1689
09-08-2012,22.1689,22.0661,8215895,21.80467,21.88531105,71.10801688,0.031,22.2036
10-08-2012,22.2036,22.0968,7297886,21.93517,21.94318177,72.69612291,0.0347,22.5
13-08-2012,22.5,22.2639,10458773,22.06006,22.04442145,82.79415703,0.2964,22.5604
14-08-2012,22.5604,22.5668,12774255,22.13481,22.13823573,84.27550776,0.0604,22.5296
15-08-2012,22.5296,22.5464,9552708,22.22059,22.20939287,79.89116512,-0.0308,22.7264
16-08-2012,22.7264,22.5432,9576783,22.32255,22.30339417,85.79398728,0.1968,23.1468
17-08-2012,23.1468,22.8571,16523980,22.4383,22.45674068,92.03621771,0.4204,23.7554
20-08-2012,23.7554,23.2146,22903162,22.59045,22.69286056,95.56371319,0.6086,23.4308
21-08-2012,23.4308,23.9579,30615297,22.71598,22.82703137,73.77688602,-0.3246,23.8882
22-08-2012,23.8882,23.3721,21215345,22.89101,23.01997112,81.29015355,0.4574,23.6654
23-08-2012,23.6654,23.7896,15767705,23.04066,23.13732182,69.21544527,-0.2228,23.6865
24-08-2012,23.6865,23.5539,16369479,23.18895,23.2371724,69.74740483,0.0211,24.1314
27-08-2012,24.1314,24.2854,16089227,23.35209,23.39975924,79.21419209,0.4449,24.1
28-08-2012,24.1,24.1063,10027259,23.50605,23.52707574,77.0860862,-0.0314,24.0524
29-08-2012,24.0524,24.1161,7775059,23.65833,23.62258924,73.35195767,-0.0476,23.7096
30-08-2012,23.7096,23.9514,11311781,23.75665,23.63840938,51.07822736,-0.3428,23.7586
31-08-2012,23.7586,23.8304,12783133,23.81783,23.66026222,53.59591991,0.049,24.1061
04-09-2012,24.1061,23.7771,13810632,23.8529,23.74132363,68.13376431,0.3475,23.9368
05-09-2012,23.9368,24.1275,12539290,23.9035,23.77686479,57.21727104,-0.1693,24.1525
06-09-2012,24.1525,24.0418,14641916,23.92993,23.8451621,65.91470316,0.2157,24.3014
07-09-2012,24.3014,24.2161,12384701,23.99353,23.92811445,71.00158242,0.1489,23.6693
10-09-2012,23.6693,24.3018,18374070,23.99181,23.88105727,39.62302059,-0.6321,23.5925
11-09-2012,23.5925,23.7539,18833107,23.93792,23.82859232,37.13080927,-0.0768,23.9211
12-09-2012,23.9211,23.8161,26581619,23.92003,23.84541189,52.95624334,0.3286,24.3921
13-09-2012,24.3921,24.1918,22353756,23.954,23.94480973,67.5784959,0.471,24.6886
14-09-2012,24.6886,24.6413,22470842,24.0519,24.08004433,73.94990394,0.2965,24.9922
17-09-2012,24.9922,24.9768,14885563,24.17526,24.24589081,79.1853959,0.3036,25.0682
18-09-2012,25.0682,24.9957,13968785,24.27147,24.39540157,80.41694158,0.076,25.075
19-09-2012,25.075,25.0093,12173999,24.38529,24.51896492,80.5456787,0.0068,24.9536
20-09-2012,24.9536,24.97,12509838,24.4654,24.59798948,70.24101476,-0.1214,25.0034
21-09-2012,25.0034,25.0861,21061774,24.5356,24.67170049,72.07305768,0.0498,24.6711
24-09-2012,24.6711,24.5307,24136408,24.63578,24.67159131,47.62056706,-0.3323,24.055
25-09-2012,24.055,24.5807,19449908,24.68203,24.5594838,26.65896914,-0.6161,23.7564
26-09-2012,23.7564,23.8836,21490616,24.66556,24.41346856,21.04645563,-0.2986,24.3329
27-09-2012,24.3329,23.7246,22178162,24.65964,24.39881973,47.64637526,0.5765,23.8252
28-09-2012,23.8252,24.2411,20045525,24.5733,24.29452523,34.75619949,-0.5077,23.5496
01-10-2012,23.5496,23.97,20359255,24.42904,24.15908428,29.36546526,-0.2756,23.6182
02-10-2012,23.6182,23.6361,23477777,24.28404,24.06074169,32.61723213,0.0686,23.9804
03-10-2012,23.9804,23.745,15785401,24.17458,24.04613411,48.31952721,0.3622,23.8143
04-10-2012,23.8143,23.9732,13770954,24.06065,24.00398245,42.62555279,-0.1661,23.3068
05-10-2012,23.3068,23.7571,22191175,23.89099,23.87722201,29.39574081,-0.5075,22.7918
08-10-2012,22.7918,23.1029,24031076,23.70306,23.67987255,21.09187898,-0.515,22.7089
09-10-2012,22.7089,22.8089,31472307,23.56845,23.50333209,19.95749756,-0.0829,22.8896
10-10-2012,22.8896,22.8479,19133453,23.48177,23.39174443,30.18780657,0.1807,22.4321
11-10-2012,22.4321,23.0893,20464969,23.29169,23.21726363,21.49373882,-0.4575,22.4898
12-10-2012,22.4898,22.4843,17192125,23.15815,23.08499751,24.90336425,0.0577,22.67
15-10-2012,22.67,22.5839,16149998,23.07019,23.00954342,35.79000728,0.1802,23.2069
16-10-2012,23.2069,22.6918,20270786,23.02906,23.04542643,58.30278828,0.5369,23.0219
17-10-2012,23.0219,23.1739,14425372,22.93321,23.0411489,50.6534496,-0.185,22.5943
18-10-2012,22.5943,22.8425,17790899,22.81121,22.95990365,36.73035736,-0.4276,21.78
19-10-2012,21.78,22.5375,27857778,22.65853,22.74537571,22.20282886,-0.8143,22.6439
22-10-2012,22.6439,21.8721,20508238,22.64374,22.72692558,48.96913999,0.8639,21.9056
23-10-2012,21.9056,22.5357,26460225,22.56341,22.57759366,35.80820653,-0.7383,22.0296
24-10-2012,22.0296,22.1943,20846102,22.47741,22.47795845,39.23670801,0.124,21.7692
25-10-2012,21.7692,22.1429,24672818,22.41112,22.34909327,34.41206802,-0.2604,21.5714
26-10-2012,21.5714,21.7654,37946806,22.31928,22.2076945,30.81439778,-0.1978,21.2614
31-10-2012,21.2614,21.2457,19192344,22.17842,22.03564095,25.5760986,-0.31,21.305
01-11-2012,21.305,21.365,13091215,21.98823,21.90279714,27.73580441,0.0436,20.6
02-11-2012,20.6,21.2818,21696684,21.74604,21.66592494,17.48198675,-0.705,20.8793
05-11-2012,20.8793,20.8398,19105647,21.57454,21.52290222,30.25143004,0.2793,20.8161
06-11-2012,20.8161,21.0796,13431173,21.47815,21.39439273,28.9828428,-0.0632,19.9286
07-11-2012,19.9286,20.4941,28625906,21.20662,21.12788496,16.69424211,-0.8875,19.2054
08-11-2012,19.2054,20.0225,37984311,20.9366,20.77834224,11.65898005,-0.7232,19.5379
09-11-2012,19.5379,19.3007,33358246,20.68743,20.55280729,24.70978127,0.3325,19.3868
12-11-2012,19.3868,19.7911,18595825,20.44919,20.34080596,22.79671562,-0.1511,19.3892
13-11-2012,19.3892,19.2468,19008806,20.23097,20.1677867,22.91520692,0.0024,19.1743
14-11-2012,19.1743,19.4821,17197033,20.02226,19.98715275,19.55580752,-0.2149,18.7721
15-11-2012,18.7721,19.1975,28086678,19.76897,19.76623407,14.56163397,-0.4022,18.8456
16-11-2012,18.8456,18.7571,45301815,19.59353,19.59884606,19.27110542,0.0735,20.2046
19-11-2012,20.2046,19.3111,29269802,19.52606,19.70898314,64.49879757,1.359,20.0326
20-11-2012,20.0326,20.4254,22734747,19.44771,19.76782257,59.24752415,-0.172,20.0607
21-11-2012,20.0607,20.1518,13260666,19.46092,19.82107301,59.9140139,0.0281,20.4107
23-11-2012,20.4107,20.2561,9543943,19.58145,19.92827792,68.04958004,0.35,21.0546
26-11-2012,21.0546,20.5679,22445589,19.73312,20.13306375,78.21640197,0.6439,20.885
27-11-2012,20.885,21.0554,19093447,19.88294,20.26977943,70.79897851,-0.1696,20.8193
28-11-2012,20.8193,20.6168,18652958,20.02595,20.36969226,67.6906052,-0.0657,21.0486
29-11-2012,21.0486,21.0791,18370541,20.21338,20.49313003,72.8842927,0.2293,20.9029
30-11-2012,20.9029,20.9568,14105047,20.42646,20.56763366,64.63224477,-0.1457,20.9354
03-12-2012,20.9354,21.2018,13092462,20.63544,20.63450027,65.71460247,0.0325,20.5659
04-12-2012,20.5659,20.7786,22745400,20.67157,20.62202749,45.79686007,-0.3695,19.2426
05-12-2012,19.2426,20.3182,37037058,20.59257,20.37122249,19.43137819,-1.3233,19.5444
06-12-2012,19.5444,18.8907,41821580,20.54094,20.22089113,30.79031804,0.3018,19.0446
07-12-2012,19.0446,19.7643,27891645,20.40433,20.00702002,23.83429261,-0.4998,18.9222
10-12-2012,18.9222,18.75,22519682,20.19109,19.80978001,22.29258307,-0.1224,19.3353
11-12-2012,19.3353,19.2775,21265723,20.03612,19.72351092,38.95187119,0.4131,19.25
12-12-2012,19.25,19.5632,18103260,19.87919,19.63741803,36.9094942,-0.0853,18.9175
13-12-2012,18.9175,18.9696,23264880,19.66608,19.50652384,29.39866584,-0.3325,18.2069
14-12-2012,18.2069,18.3839,37514133,19.39648,19.2702286,19.04530667,-0.7106,18.5296
17-12-2012,18.5296,18.1761,28395556,19.1559,19.13556885,32.53277095,0.3227,19.0679
18-12-2012,19.0679,18.75,23351484,19.0061,19.12326542,49.92765784,0.5383,18.7968
19-12-2012,18.7968,18.9811,16824212,18.96152,19.06390807,42.95556278,-0.2711,18.6332
20-12-2012,18.6332,18.9286,18487590,18.8704,18.98559752,38.86191819,-0.1636,18.5475
21-12-2012,18.5475,18.3025,22163973,18.82069,18.90594342,36.57929816,-0.0857,18.5774
24-12-2012,18.5774,18.5839,6538408,18.78621,18.84620825,38.1633014,0.0299,18.3214
26-12-2012,18.3214,18.5357,11292624,18.68482,18.75078857,30.11379424,-0.256,18.395
27-12-2012,18.395,18.3407,17057630,18.59932,18.68609974,35.0379411,0.0736,18.1996
28-12-2012,18.1996,18.2246,13267969,18.52753,18.59764524,28.39775439,-0.1954,19.0062
31-12-2012,19.0062,18.2332,24620301,18.60746,18.67192793,63.79848107,0.8066,19.6082
02-01-2013,19.6082,19.7793,21037195,18.71532,18.84215921,75.22560393,0.602,19.3606
03-01-2013,19.3606,19.5671,13297102,18.74459,18.93642117,64.72225265,-0.2476,18.8214
04-01-2013,18.8214,19.1773,22087524,18.74705,18.91550823,46.89757007,-0.5392,18.7107
07-01-2013,18.7107,18.6429,18017331,18.7548,18.87827037,43.80180539,-0.1107,18.7611
08-01-2013,18.7611,18.9004,16916775,18.77616,18.85696667,45.83658134,0.0504,18.4679
09-01-2013,18.4679,18.6607,15158026,18.76521,18.78622727,36.28344125,-0.2932,18.6968
10-01-2013,18.6968,18.8768,22197605,18.80275,18.76996777,47.05236566,0.2289,18.5821
11-01-2013,18.5821,18.6071,12938374,18.82146,18.73580999,42.54806409,-0.1147,17.9196
14-01-2013,17.9196,17.9529,27306199,18.79346,18.58740818,25.15910321,-0.6625,17.3543
15-01-2013,17.3543,17.7964,32662498,18.62827,18.36320669,17.52136366,-0.5653,18.0746
16-01-2013,18.0746,17.6657,25612562,18.47491,18.31073275,44.40340834,0.7203,17.9529
17-01-2013,17.9529,18.2254,16911148,18.33414,18.24567225,41.54375277,-0.1217,17.8571
18-01-2013,17.8571,17.8041,17480982,18.23771,18.17502275,39.06801999,-0.0958,18.0275
22-01-2013,18.0275,18.02,17204872,18.16939,18.14820043,46.19687289,0.1704,18.3573
23-01-2013,18.3573,18.1718,32161757,18.12901,18.18621853,58.06627578,0.3298,16.0893
24-01-2013,16.0893,16.4286,53236959,17.89115,17.80496062,20.0479274,-2.268,15.71
25-01-2013,15.71,16.1318,44585298,17.59247,17.42405869,17.63426541,-0.3793,16.0654
28-01-2013,16.0654,15.6366,29068977,17.3408,17.17702984,27.81334443,0.3554,16.3668
29-01-2013,16.3668,16.375,21177642,17.18552,17.02971532,36.17493696,0.3014,16.3154
30-01-2013,16.3154,16.3214,15511462,17.08163,16.89983981,35.30321846,-0.0514,16.2675
31-01-2013,16.2675,16.3207,11832589,16.90092,16.78486893,34.33929562,-0.0479,16.2007
01-02-2013,16.2007,16.3968,20025035,16.7257,16.6786564,32.77911062,-0.0668,15.797
04-02-2013,15.797,16.2111,17823475,16.51969,16.51835524,24.40331831,-0.4037,16.3516
05-02-2013,16.3516,15.8589,21180907,16.3521,16.4880361,47.45827054,0.5546,16.3339
06-02-2013,16.3339,16.3025,22051394,16.14976,16.46001136,46.88781098,-0.0177,16.7221
07-02-2013,16.7221,16.5446,26103395,16.21304,16.50766384,60.05214061,0.3882,16.9636
08-02-2013,16.9636,16.9286,23577404,16.3384,16.59056132,66.50754118,0.2415,17.1404
11-02-2013,17.1404,17.0179,19190115,16.4459,16.69053199,70.82229439,0.1768,16.7107
12-02-2013,16.7107,17.1254,22661620,16.48029,16.6941989,50.90064409,-0.4297,16.6789
13-02-2013,16.6789,16.6861,17644471,16.51664,16.69141728,49.60973979,-0.0318,16.6639
14-02-2013,16.6639,16.59,13162772,16.55628,16.68641414,48.87882677,-0.015,16.4343
15-02-2013,16.4343,16.7446,14601290,16.57964,16.64057521,38.13009411,-0.2296,16.4282
19-02-2013,16.4282,16.4679,16083503,16.64276,16.60196153,37.85364692,-0.0061,16.0304
20-02-2013,16.0304,16.3461,17657257,16.61064,16.49804125,23.79232517,-0.3978,15.9307
21-02-2013,15.9307,15.9286,16691579,16.57032,16.3948883,21.31213097,-0.0997,16.1004
22-02-2013,16.1004,16.0446,12313823,16.50815,16.34134497,35.59633596,0.1697,15.8143
25-02-2013,15.8143,16.2089,13917756,16.39322,16.24551861,25.74677035,-0.2861,16.0346
26-02-2013,16.0346,15.8507,18828802,16.28264,16.20716977,41.36339721,0.2203,15.8775
27-02-2013,15.8775,16.0154,21910547,16.19932,16.14722982,34.83306498,-0.1571,15.7643
28-02-2013,15.7643,15.8589,11995298,16.10786,16.07760621,30.49646965,-0.1132,15.3739
01-03-2013,15.3739,15.6429,20687547,15.97886,15.94965963,19.84544412,-0.3904,15.0018
04-03-2013,15.0018,15.2786,21849131,15.83561,15.77732151,14.01411637,-0.3721,15.398
05-03-2013,15.398,15.0529,23840633,15.73259,15.70835397,38.18791247,0.3962,15.2022
06-03-2013,15.2022,15.5182,17099019,15.64977,15.61632597,32.53716793,-0.1958,15.3779
07-03-2013,15.3779,15.1607,17373914,15.59449,15.5729758,42.14052982,0.1757,15.4186
08-03-2013,15.4186,15.35,14661106,15.52631,15.54490747,44.43099659,0.0407,15.6382
11-03-2013,15.6382,15.3482,17641430,15.5087,15.56186975,56.14098268,0.2196,15.3011
12-03-2013,15.3011,15.5571,17373775,15.43535,15.51445707,39.97641628,-0.3371,15.2982
13-03-2013,15.2982,15.3018,15050151,15.37742,15.4751376,39.85302213,-0.0029,15.4464
14-03-2013,15.4464,15.4582,11346933,15.34563,15.46991258,49.75922577,0.1482,15.845
15-03-2013,15.845,15.6404,23814254,15.39274,15.53811029,67.66426512,0.3986,16.2757
18-03-2013,16.2757,15.7661,22413097,15.52013,15.67221751,78.17153265,0.4307,16.2318
19-03-2013,16.2318,16.4107,19811979,15.60351,15.77395978,75.0638439,-0.0439,16.1457
20-03-2013,16.1457,16.3364,11402121,15.69786,15.84154891,68.39763919,-0.0861,16.1689
21-03-2013,16.1689,16.0793,14360272,15.77696,15.90106729,69.31546905,0.0232,16.4968
22-03-2013,16.4968,16.235,14656421,15.88478,16.00938233,79.72081614,0.3279,16.5564
25-03-2013,16.5564,16.5961,18656416,15.9766,16.10884009,81.17148412,0.0596,16.4691
26-03-2013,16.4691,16.6229,10938420,16.0934,16.17434189,71.77110854,-0.0873,16.1457
27-03-2013,16.1457,16.3021,12366736,16.17815,16.16913427,46.71799526,-0.3234,15.8093
28-03-2013,15.8093,16.065,16481892,16.21444,16.10370986,32.13339234,-0.3364,15.3182
01-04-2013,15.3182,15.7821,14658907,16.16176,15.96088989,20.47124324,-0.4911,15.3497
02-04-2013,15.3497,15.2714,19801414,16.06916,15.84976445,22.7199863,0.0315,15.4282
03-04-2013,15.4282,15.4061,13720131,15.9888,15.77311637,28.97589667,0.0785,15.2757
04-04-2013,15.2757,15.4914,13491283,15.9018,15.68267703,24.21564816,-0.1525,15.1143
05-04-2013,15.1143,15.1607,14577276,15.79634,15.57933575,19.89228994,-0.1614,15.2218
08-04-2013,15.2218,15.1732,11251083,15.66884,15.51432925,30.25873585,0.1075,15.2493
09-04-2013,15.2493,15.2271,11501591,15.53813,15.46614211,33.02995212,0.0275,15.5604
10-04-2013,15.5604,15.2893,14200187,15.44726,15.48327991,57.12266553,0.3111,15.5118
11-04-2013,15.5118,15.49,12330745,15.38387,15.48846538,53.37315763,-0.0486,15.35
12-04-2013,15.35,15.5054,8944049,15.33794,15.46328986,41.92177902,-0.1618,14.9946
15-04-2013,14.9946,15.25,12029191,15.30558,15.37807352,26.380949,-0.3554,15.2229
16-04-2013,15.2229,15.0561,11503482,15.2929,15.34986015,43.26821833,0.2283,14.3857
17-04-2013,14.3857,15.0096,35484493,15.18865,15.17455831,21.0911833,-0.8372,14.0018
18-04-2013,14.0018,14.4639,25170912,15.06126,14.96132952,16.30189086,-0.3839,13.9475
19-04-2013,13.9475,13.8561,22768421,14.94458,14.77699688,15.67266719,-0.0543,14.2382
22-04-2013,14.2382,14.0229,16239559,14.84622,14.67903381,32.98305864,0.2907,14.5046
23-04-2013,14.5046,14.4282,25284081,14.77175,14.64731857,45.74168762,0.2664,14.4808
24-04-2013,14.4808,14.055,35923407,14.66379,14.61704247,44.78944453,-0.0238,14.585
25-04-2013,14.585,14.6866,14302681,14.57111,14.61121657,50.43622378,0.1042,14.9002
26-04-2013,14.9002,14.6361,27960454,14.52613,14.66375901,64.25850927,0.3152,15.3614
29-04-2013,15.3614,15.0161,23579700,14.56281,14.79060283,76.3312136,0.4612,15.8136
30-04-2013,15.8136,15.5393,25592447,14.62188,14.97660231,83.26091915,0.4522,15.6889
01-05-2013,15.6889,15.8736,18811099,14.7522,15.10611098,75.62837271,-0.1247,15.9114
02-05-2013,15.9114,15.7779,15655941,14.94316,15.25252717,79.7654638,0.2225,16.0707
03-05-2013,16.0707,16.1182,13348841,15.15548,15.40128586,82.43403259,0.1593,16.4539
06-05-2013,16.4539,16.2754,18364157,15.37705,15.59267025,87.42194135,0.3832,16.3806
07-05-2013,16.3806,16.6061,17850070,15.56465,15.73593021,81.86383322,-0.0733,16.5657
08-05-2013,16.5657,16.3943,17521762,15.77314,15.88679744,84.89517381,0.1851,16.3132
09-05-2013,16.3132,16.4218,14728427,15.94596,15.96432518,66.06596764,-0.2525,16.1775
10-05-2013,16.1775,16.3561,12474265,16.07369,16.00308424,57.49881712,-0.1357,16.2407
13-05-2013,16.2407,16.1254,11616786,16.16162,16.0462871,60.48213361,0.0632,15.8521
14-05-2013,15.8521,16.2089,16572200,16.16547,16.01098036,39.28678599,-0.3886,15.3161
15-05-2013,15.3161,15.6843,27478980,16.12819,15.88463847,24.48985473,-0.536,15.5206
16-05-2013,15.5206,15.1157,22391940,16.08911,15.81844966,35.98793931,0.2045,15.4736
17-05-2013,15.4736,15.6804,15863800,16.0294,15.75574972,34.47960692,-0.047,15.8189
20-05-2013,15.8189,15.4254,16783232,15.9659,15.76723159,52.68946833,0.3453,15.7021
21-05-2013,15.7021,15.6482,16904936,15.89805,15.75538948,47.14885806,-0.1168,15.7626
22-05-2013,15.7626,15.8589,16535074,15.81774,15.75670049,50.51788574,0.0605,15.7907
23-05-2013,15.7907,15.5696,13169933,15.76549,15.76288222,52.28382901,0.0281,15.8982
24-05-2013,15.8982,15.7446,10364945,15.73756,15.78748545,59.24006272,0.1075,15.7657
28-05-2013,15.7657,16.0679,14370910,15.69006,15.78352446,48.37469875,-0.1325,15.8911
29-05-2013,15.8911,15.7143,12366185,15.69396,15.80308365,57.57918317,0.1254,16.1279
30-05-2013,16.1279,15.9161,13164512,15.77514,15.86214117,70.14413242,0.2368,16.062
31-05-2013,16.062,16.1607,14414700,15.82928,15.89847914,63.59179128,-0.0659,16.0971
03-06-2013,16.0971,16.0975,13907019,15.89163,15.93459202,65.7235253,0.0351,16.0468
04-06-2013,16.0468,16.1864,11019230,15.91442,15.95499347,59.48460852,-0.0503,15.8968
05-06-2013,15.8968,15.9161,10917745,15.93389,15.94441284,43.93730586,-0.15,15.6593
06-06-2013,15.6593,15.9096,15707519,15.92356,15.89257414,28.95777976,-0.2375,15.779
07-06-2013,15.779,15.5893,15084050,15.92239,15.8719243,41.5187181,0.1197,15.6746
10-06-2013,15.6746,15.8832,16726531,15.90003,15.83604715,34.80888094,-0.1044,15.6286
11-06-2013,15.6286,15.5621,10706198,15.88632,15.79832949,31.963805,-0.046,15.4354
12-06-2013,15.4354,15.6964,9890253,15.84075,15.73234231,22.36631695,-0.1932,15.5702
13-06-2013,15.5702,15.4464,10659982,15.78498,15.70286189,38.47745395,0.1348,15.3589
14-06-2013,15.3589,15.55,10110514,15.71467,15.64032336,27.35442243,-0.2113,15.4286
17-06-2013,15.4286,15.4086,9659520,15.64782,15.60182821,35.09125736,0.0697,15.4204
18-06-2013,15.4204,15.4129,7262702,15.58518,15.56884126,34.55013561,-0.0082,15.1071
19-06-2013,15.1071,15.4071,11540075,15.50621,15.4848883,19.89681249,-0.3133,14.8871
20-06-2013,14.8871,14.975,13402896,15.42899,15.37619952,14.49919087,-0.22,14.7679
21-06-2013,14.7679,14.9461,17714965,15.32788,15.26559961,12.24872075,-0.1192,14.3764
24-06-2013,14.3764,14.55,17931754,15.19806,15.10392695,7.481376469,-0.3915,14.3796
25-06-2013,14.3796,14.4893,11717029,15.07316,14.97223114,7.847830558,0.0032,14.2168
26-06-2013,14.2168,14.425,13622283,14.9513,14.83488003,6.268803706,-0.1628,14.0636
27-06-2013,14.0636,14.2589,12467165,14.80064,14.69464729,5.06907513,-0.1532,14.1618
28-06-2013,14.1618,13.9771,21087631,14.68093,14.59776597,17.69056665,0.0982,14.615
01-07-2013,14.615,14.3818,14506574,14.59957,14.60089943,53.41835883,0.4532,14.9461
02-07-2013,14.9461,14.6414,17419179,14.55214,14.66366317,66.64166876,0.3311,15.0286
03-07-2013,15.0286,15.0307,8917170,14.54429,14.73001532,69.35148367,0.0825,14.9079
05-07-2013,14.9079,15.0139,9999050,14.54637,14.76235799,60.38130415,-0.1207,14.8232
08-07-2013,14.8232,15.0039,10985530,14.5519,14.77342017,54.22867773,-0.0847,15.0839
09-07-2013,15.0839,14.7714,13079750,14.62265,14.82987105,67.11914783,0.2607,15.0261
10-07-2013,15.0261,14.9857,10505157,14.6873,14.86554904,62.25978078,-0.0578,15.2603
11-07-2013,15.2603,15.1054,12099848,14.79165,14.93732194,72.38573269,0.2342,15.2325
12-07-2013,15.2325,15.2732,10446228,14.90854,14.99099068,69.61433998,-0.0278,15.2657
15-07-2013,15.2657,15.1789,8952168,15.01893,15.04093783,71.25711737,0.0332,15.3641
16-07-2013,15.3641,15.2329,8067015,15.09384,15.09969459,76.05354873,0.0984,15.3682
17-07-2013,15.3682,15.3464,7358446,15.13605,15.14851375,76.25988214,0.0041,15.4199
18-07-2013,15.4199,15.4779,8155174,15.17518,15.19785671,79.09858986,0.0517,15.1768
19-07-2013,15.1768,15.4679,9938661,15.20207,15.19402822,46.45161016,-0.2431,15.2254
22-07-2013,15.2254,15.3379,7729822,15.24229,15.19973218,51.4582988,0.0486,14.9639
23-07-2013,14.9639,15.2143,13925582,15.23029,15.1568536,31.59172585,-0.2615,15.7325
24-07-2013,15.7325,15.6761,21963188,15.30093,15.26151658,71.7137031,0.7686,15.6607
25-07-2013,15.6607,15.7393,8593758,15.34097,15.33409538,67.11706089,-0.0718,15.7496
26-07-2013,15.7496,15.5464,7728691,15.39268,15.40964168,70.08475072,0.0889,15.9925
29-07-2013,15.9925,15.7429,9254341,15.46536,15.51561592,77.13314369,0.2429,16.19
30-07-2013,16.19,16.07,11615228,15.54795,15.63823121,81.55106833,0.1975,16.1618
31-07-2013,16.1618,16.2496,11905526,15.62731,15.73342553,78.83268813,-0.0282,16.3099
01-08-2013,16.3099,16.2769,7708745,15.71631,15.83823907,82.63301488,0.1481,16.5193
02-08-2013,16.5193,16.3575,10206651,15.85056,15.96206833,86.81634905,0.2094,16.7661
05-08-2013,16.7661,16.5961,11882685,16.00463,16.10825591,90.26947776,0.2468,16.6161
06-08-2013,16.6161,16.715,12368999,16.16985,16.2005912,75.28787647,-0.15,16.6064
07-08-2013,16.6064,16.5643,11043689,16.25724,16.27437462,74.29122047,-0.0097,16.4646
08-08-2013,16.4646,16.5663,9511939,16.33763,16.30896105,59.82064401,-0.1418,16.2304
09-08-2013,16.2304,16.38,10032649,16.38571,16.29467722,42.66404951,-0.2342,16.6914
12-08-2013,16.6914,16.3164,13531681,16.4556,16.36680864,66.38516263,0.461,17.4846
13-08-2013,17.4846,16.8193,32799424,16.58506,16.57004343,82.21263296,0.7932,17.8036
14-08-2013,17.8036,17.7814,28153765,16.74924,16.79432644,85.61707345,0.319,17.7825
15-08-2013,17.7825,17.7293,18259341,16.8965,16.97399436,84.28331412,-0.0211,17.9404
16-08-2013,17.9404,17.8625,13352173,17.03861,17.14970448,86.28229339,0.1579,18.1336
19-08-2013,18.1336,18.0121,18975257,17.17536,17.32859457,88.5162126,0.1932,17.8954
20-08-2013,17.8954,18.2039,13252621,17.30329,17.43165011,70.75777446,-0.2382,17.9414
21-08-2013,17.9414,17.9854,12456959,17.43679,17.5243319,72.10853795,0.046,17.9629
22-08-2013,17.9629,18.035,9158216,17.58662,17.60407156,72.84147341,0.0215,17.8936
23-08-2013,17.8936,17.9739,8356537,17.75294,17.65671309,65.86764324,-0.0693,17.9632
26-08-2013,17.9632,17.8839,12288958,17.88012,17.71243799,69.52992825,0.0696,17.4496
27-08-2013,17.4496,17.7857,15806644,17.87662,17.66464926,34.94460706,-0.5136,17.532
28-08-2013,17.532,17.3571,11432070,17.84946,17.64053121,40.84552834,0.0824,17.5607
29-08-2013,17.5607,17.5589,8970755,17.82728,17.62601645,43.09286401,0.0287,17.4006
30-08-2013,17.4006,17.5714,10211405,17.7733,17.58503164,34.06790497,-0.1601,17.4493
03-09-2013,17.4493,17.6107,12391252,17.70487,17.56035316,38.93095411,0.0487,17.8104
